sku,produto,quantidade_vendida,primeiro_nome,sobrenome,data,loja,preco_unitario,data_ambigue,faturamento,nome_completo,ltv_cliente,quantidade_compra_cliente,ultima_compra_cliente,primeira_compra_cliente,dias_compra_cliente,ranking_cliente,dia,mes_num,mes,ano,faturamento_produto,rank_produto,faturamento_produto_mes_ano,rank_produto_mes_ano,percentual,percentual_acumulado,classe_abc,ultima_compra,dias_sem_comprar,cliente_inativo,ultima_venda,dias_sem_venda,produto_inativo
HL4379,Televisão,2,Caroline,Aquino,2018-11-10,Fortaleza,2500.0,False,5000.0,Caroline Aquino,156600.0,42,2018-12-05,2018-03-04,26,167,10,11,Nov,2018,14827500.0,2,1115000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-05,26,False,2018-12-31,0,False
HL1918,iPhone,2,José,Vieira,2018-11-13,Fortaleza,5300.0,False,10600.0,José Vieira,107500.0,27,2018-11-13,2018-02-26,48,401,13,11,Nov,2018,47562200.0,1,3847800.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-13,48,False,2018-12-31,0,False
HL9962,Android,1,Jéssica,Stefanelli,2018-09-20,Fortaleza,3400.0,False,3400.0,Jéssica Stefanelli,111000.0,39,2018-10-05,2018-01-20,87,385,20,9,Set,2018,10822200.0,4,870400.0,4,0.10896349659432437,0.8516293376426582,B,2018-10-05,87,False,2018-12-31,0,False
HL8851,Notebook,5,Diego,Mello,2018-11-07,Fortaleza,3500.0,False,17500.0,Diego Mello,240400.0,65,2018-12-06,2018-01-28,25,15,7,11,Nov,2018,11371500.0,3,955500.0,4,0.1144941325721535,0.7426658410483339,A,2018-12-06,25,False,2018-12-31,0,False
HL4379,Televisão,5,Catarina,Teixeira,2018-08-22,Fortaleza,2500.0,False,12500.0,Catarina Teixeira,157200.0,43,2018-09-07,2018-01-15,115,165,22,8,Ago,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-09-07,115,True,2018-12-31,0,False
HL2714,Tablet,4,Bianca,Piero,2018-03-07,Fortaleza,1600.0,False,6400.0,Bianca Piero,154200.0,58,2018-12-08,2018-01-28,23,174,7,3,Mar,2018,4673600.0,6,387200.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-08,23,False,2018-12-31,0,False
HL4379,Televisão,1,Danilo,Rubim,2018-08-25,Fortaleza,2500.0,False,2500.0,Danilo Rubim,166000.0,52,2018-11-28,2018-01-03,33,130,25,8,Ago,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-11-28,33,False,2018-12-31,0,False
HL1918,iPhone,4,Bianca,Paz,2018-03-04,Fortaleza,5300.0,False,21200.0,Bianca Paz,199500.0,46,2018-12-26,2018-01-02,5,51,4,3,Mar,2018,47562200.0,1,3699400.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-26,5,False,2018-12-31,0,False
HL1918,iPhone,3,Gabrielle,Silva,2018-12-10,Fortaleza,5300.0,False,15900.0,Gabrielle Silva,108700.0,35,2018-12-10,2018-03-07,21,398,10,12,Dez,2018,47562200.0,1,4234700.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-10,21,False,2018-12-31,0,False
HL1148,Câmera,3,Fernanda,Silva,2018-04-28,Fortaleza,2100.0,False,6300.0,Fernanda Silva,209400.0,59,2018-12-26,2018-01-13,5,37,28,4,Abr,2018,5890500.0,5,453600.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-26,5,False,2018-12-31,0,False
HL9962,Android,2,Guilherme,Castilho,2018-10-14,Fortaleza,3400.0,False,6800.0,Guilherme Castilho,160400.0,54,2018-12-09,2018-01-25,22,152,14,10,Out,2018,10822200.0,4,911200.0,3,0.10896349659432437,0.8516293376426582,B,2018-12-09,22,False,2018-12-31,0,False
HL7348,SmartWatch,2,Deysiane,Medronho,2018-02-02,Fortaleza,1400.0,False,2800.0,Deysiane Medronho,222800.0,72,2018-12-20,2018-01-15,11,24,2,2,Fev,2018,4172000.0,7,341600.0,7,0.04200584980794305,1.0,C,2018-12-20,11,False,2018-12-31,0,False
HL8851,Notebook,5,Debora,Silva,2018-12-10,Fortaleza,3500.0,False,17500.0,Debora Silva,93500.0,34,2018-12-19,2018-01-01,12,470,10,12,Dez,2018,11371500.0,3,938000.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-19,12,False,2018-12-31,0,False
HL4379,Televisão,1,Lucas,Costa,2018-05-28,Fortaleza,2500.0,False,2500.0,Lucas Costa,118100.0,41,2018-12-24,2018-01-05,7,348,28,5,Mai,2018,14827500.0,2,1075000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-24,7,False,2018-12-31,0,False
HL4379,Televisão,1,Roberto,Tiradentes,2018-01-07,Fortaleza,2500.0,False,2500.0,Roberto Tiradentes,79900.0,23,2018-12-22,2018-01-07,9,524,7,1,Jan,2018,14827500.0,2,1267500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-22,9,False,2018-12-31,0,False
HL7348,SmartWatch,4,Isabelle,Gonçalves,2018-02-08,Fortaleza,1400.0,False,5600.0,Isabelle Gonçalves,83200.0,32,2018-12-03,2018-02-08,28,507,8,2,Fev,2018,4172000.0,7,341600.0,7,0.04200584980794305,1.0,C,2018-12-03,28,False,2018-12-31,0,False
HL8851,Notebook,5,Thomáz,Vannier,2018-04-03,Fortaleza,3500.0,False,17500.0,Thomáz Vannier,122000.0,29,2018-11-26,2018-02-07,35,325,3,4,Abr,2018,11371500.0,3,938000.0,3,0.1144941325721535,0.7426658410483339,A,2018-11-26,35,False,2018-12-31,0,False
HL8851,Notebook,3,Joao,Pereira,2018-11-19,Fortaleza,3500.0,False,10500.0,Joao Pereira,198400.0,61,2018-12-30,2018-01-30,1,54,19,11,Nov,2018,11371500.0,3,955500.0,4,0.1144941325721535,0.7426658410483339,A,2018-12-30,1,False,2018-12-31,0,False
HL1918,iPhone,2,Michelle,Miura,2018-05-22,Fortaleza,5300.0,False,10600.0,Michelle Miura,193200.0,68,2018-12-13,2018-01-31,18,66,22,5,Mai,2018,47562200.0,1,3540400.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-13,18,False,2018-12-31,0,False
HL4379,Televisão,2,Luana,Santos,2018-06-09,Fortaleza,2500.0,False,5000.0,Luana Santos,119700.0,37,2018-12-15,2018-02-23,16,340,9,6,Jun,2018,14827500.0,2,1317500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-15,16,False,2018-12-31,0,False
HL2714,Tablet,4,Livia,Codeceira,2018-11-29,Fortaleza,1600.0,False,6400.0,Livia Codeceira,141300.0,42,2018-12-31,2018-01-08,0,236,29,11,Nov,2018,4673600.0,6,401600.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-31,0,False,2018-12-31,0,False
HL4379,Televisão,2,Vanessa,Rodrigues,2018-04-06,Fortaleza,2500.0,False,5000.0,Vanessa Rodrigues,65500.0,29,2018-11-28,2018-02-23,33,572,6,4,Abr,2018,14827500.0,2,1107500.0,2,0.14929092474287525,0.6281717084761804,A,2018-11-28,33,False,2018-12-31,0,False
HL2714,Tablet,3,Iuri,Barbosa,2018-10-02,Fortaleza,1600.0,False,4800.0,Iuri Barbosa,120200.0,36,2018-11-27,2018-02-06,34,338,2,10,Out,2018,4673600.0,6,433600.0,6,0.0470562175604992,0.9579941501920569,C,2018-11-27,34,False,2018-12-31,0,False
HL2714,Tablet,3,Eduardo,Veiga,2018-09-29,Fortaleza,1600.0,False,4800.0,Eduardo Veiga,144200.0,36,2018-11-05,2018-01-30,56,218,29,9,Set,2018,4673600.0,6,374400.0,6,0.0470562175604992,0.9579941501920569,C,2018-11-05,56,False,2018-12-31,0,False
HL1148,Câmera,3,Mariana,Rotava,2018-01-27,Fortaleza,2100.0,False,6300.0,Mariana Rotava,140800.0,44,2018-11-07,2018-01-12,54,239,27,1,Jan,2018,5890500.0,5,487200.0,5,0.05930859498889946,0.9109379326315578,B,2018-11-07,54,False,2018-12-31,0,False
HL7348,SmartWatch,3,Gabriel,Thome,2018-06-18,Fortaleza,1400.0,False,4200.0,Gabriel Thome,42000.0,20,2018-06-18,2018-01-30,196,610,18,6,Jun,2018,4172000.0,7,319200.0,7,0.04200584980794305,1.0,C,2018-06-18,196,True,2018-12-31,0,False
HL1918,iPhone,4,Mateus,Duque,2018-01-19,Fortaleza,5300.0,False,21200.0,Mateus Duque,101200.0,32,2018-12-27,2018-01-19,4,434,19,1,Jan,2018,47562200.0,1,4059800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-27,4,False,2018-12-31,0,False
HL4379,Televisão,2,Raphael,Ferman,2018-06-29,Fortaleza,2500.0,False,5000.0,Raphael Ferman,140300.0,39,2018-12-25,2018-01-07,6,241,29,6,Jun,2018,14827500.0,2,1317500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-25,6,False,2018-12-31,0,False
HL2714,Tablet,3,Eduardo,Pacheco,2018-09-25,Fortaleza,1600.0,False,4800.0,Eduardo Pacheco,150500.0,46,2018-12-28,2018-01-26,3,189,25,9,Set,2018,4673600.0,6,374400.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-28,3,False,2018-12-31,0,False
HL4379,Televisão,5,Ruan,Gonçalves,2018-12-18,Fortaleza,2500.0,False,12500.0,Ruan Gonçalves,63500.0,24,2018-12-23,2018-01-13,8,575,18,12,Dez,2018,14827500.0,2,1322500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-23,8,False,2018-12-31,0,False
HL1148,Câmera,5,Larissa,Jesus,2018-12-20,Fortaleza,2100.0,False,10500.0,Larissa Jesus,246900.0,64,2018-12-21,2018-01-10,10,11,20,12,Dez,2018,5890500.0,5,554400.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-21,10,False,2018-12-31,0,False
HL7348,SmartWatch,3,Marina,Correa,2018-05-19,Fortaleza,1400.0,False,4200.0,Marina Correa,100700.0,32,2018-09-28,2018-01-11,94,439,19,5,Mai,2018,4172000.0,7,357000.0,7,0.04200584980794305,1.0,C,2018-09-28,94,True,2018-12-31,0,False
HL1918,iPhone,1,Carolina,Bernardes,2018-02-11,Fortaleza,5300.0,False,5300.0,Carolina Bernardes,118200.0,35,2018-11-04,2018-02-11,57,347,11,2,Fev,2018,47562200.0,1,4102200.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-04,57,False,2018-12-31,0,False
HL8851,Notebook,4,Amanda,Delgado,2018-07-19,Fortaleza,3500.0,False,14000.0,Amanda Delgado,146300.0,43,2018-12-18,2018-01-08,13,210,19,7,Jul,2018,11371500.0,3,1004500.0,4,0.1144941325721535,0.7426658410483339,A,2018-12-18,13,False,2018-12-31,0,False
HL1148,Câmera,2,David,Vasconcelos,2018-08-25,Fortaleza,2100.0,False,4200.0,David Vasconcelos,139100.0,42,2018-12-30,2018-01-29,1,247,25,8,Ago,2018,5890500.0,5,525000.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-30,1,False,2018-12-31,0,False
HL8851,Notebook,4,Rojane,Lima,2018-04-22,Fortaleza,3500.0,False,14000.0,Rojane Lima,137400.0,36,2018-12-17,2018-01-06,14,256,22,4,Abr,2018,11371500.0,3,938000.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-17,14,False,2018-12-31,0,False
HL1918,iPhone,3,Victor,Zakhm,2018-02-23,Fortaleza,5300.0,False,15900.0,Victor Zakhm,86200.0,26,2018-12-04,2018-01-09,27,496,23,2,Fev,2018,47562200.0,1,4102200.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-04,27,False,2018-12-31,0,False
HL7348,SmartWatch,3,Fernanda,Junior,2018-07-19,Fortaleza,1400.0,False,4200.0,Fernanda Junior,127600.0,45,2018-12-05,2018-01-05,26,299,19,7,Jul,2018,4172000.0,7,396200.0,6,0.04200584980794305,1.0,C,2018-12-05,26,False,2018-12-31,0,False
HL1918,iPhone,2,Ives,Teixeira,2018-06-13,Fortaleza,5300.0,False,10600.0,Ives Teixeira,151900.0,46,2018-12-28,2018-01-22,3,183,13,6,Jun,2018,47562200.0,1,4367200.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-28,3,False,2018-12-31,0,False
HL8851,Notebook,5,Beatriz,Rocha,2018-11-29,Fortaleza,3500.0,False,17500.0,Beatriz Rocha,159100.0,60,2018-12-28,2018-01-11,3,155,29,11,Nov,2018,11371500.0,3,955500.0,4,0.1144941325721535,0.7426658410483339,A,2018-12-28,3,False,2018-12-31,0,False
HL4379,Televisão,3,Vivianne,Rodrigues,2018-08-28,Fortaleza,2500.0,False,7500.0,Vivianne Rodrigues,190500.0,49,2018-12-16,2018-01-28,15,70,28,8,Ago,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-16,15,False,2018-12-31,0,False
HL2714,Tablet,5,Carlos,Galvão,2018-09-22,Fortaleza,1600.0,False,8000.0,Carlos Galvão,98800.0,36,2018-12-22,2018-01-16,9,447,22,9,Set,2018,4673600.0,6,374400.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-22,9,False,2018-12-31,0,False
HL8851,Notebook,3,Giovana,Vilela,2018-04-28,Fortaleza,3500.0,False,10500.0,Giovana Vilela,140200.0,40,2018-12-15,2018-01-25,16,242,28,4,Abr,2018,11371500.0,3,938000.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-15,16,False,2018-12-31,0,False
HL4379,Televisão,3,Adrielle,Gabriel,2018-08-07,Fortaleza,2500.0,False,7500.0,Adrielle Gabriel,146700.0,47,2018-12-30,2018-01-03,1,206,7,8,Ago,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-30,1,False,2018-12-31,0,False
HL1918,iPhone,4,Michelle,Miura,2018-08-21,Fortaleza,5300.0,False,21200.0,Michelle Miura,193200.0,68,2018-12-13,2018-01-31,18,66,21,8,Ago,2018,47562200.0,1,3773600.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-13,18,False,2018-12-31,0,False
HL4379,Televisão,2,Alessandra,Martins,2018-07-10,Fortaleza,2500.0,False,5000.0,Alessandra Martins,73800.0,24,2018-12-24,2018-01-28,7,549,10,7,Jul,2018,14827500.0,2,1370000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-24,7,False,2018-12-31,0,False
HL2714,Tablet,3,Nina,Magalhães,2018-02-26,Fortaleza,1600.0,False,4800.0,Nina Magalhães,199600.0,52,2018-12-29,2018-02-05,2,50,26,2,Fev,2018,4673600.0,6,380800.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-29,2,False,2018-12-31,0,False
HL2714,Tablet,5,Sthefeson,Pereira,2018-04-14,Fortaleza,1600.0,False,8000.0,Sthefeson Pereira,185700.0,55,2018-12-19,2018-01-05,12,82,14,4,Abr,2018,4673600.0,6,428800.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-19,12,False,2018-12-31,0,False
HL4379,Televisão,3,Anderson,Barreto,2018-05-25,Fortaleza,2500.0,False,7500.0,Anderson Barreto,135500.0,35,2018-08-27,2018-02-14,126,264,25,5,Mai,2018,14827500.0,2,1075000.0,2,0.14929092474287525,0.6281717084761804,A,2018-08-27,126,True,2018-12-31,0,False
HL1918,iPhone,4,Beatriz,Biase,2018-05-07,Fortaleza,5300.0,False,21200.0,Beatriz Biase,104800.0,34,2018-11-08,2018-01-09,53,415,7,5,Mai,2018,47562200.0,1,3540400.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-08,53,False,2018-12-31,0,False
HL2714,Tablet,2,Lucas,Machado,2018-08-04,Fortaleza,1600.0,False,3200.0,Lucas Machado,165300.0,52,2018-12-24,2018-01-05,7,134,4,8,Ago,2018,4673600.0,6,342400.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-24,7,False,2018-12-31,0,False
HL4379,Televisão,5,Breno,Caputo,2018-12-10,Fortaleza,2500.0,False,12500.0,Breno Caputo,173100.0,49,2018-12-10,2018-01-01,21,110,10,12,Dez,2018,14827500.0,2,1322500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-10,21,False,2018-12-31,0,False
HL7348,SmartWatch,4,Eric,Júnior,2018-12-26,Fortaleza,1400.0,False,5600.0,Eric Júnior,79800.0,30,2018-12-26,2018-02-23,5,525,26,12,Dez,2018,4172000.0,7,393400.0,7,0.04200584980794305,1.0,C,2018-12-26,5,False,2018-12-31,0,False
HL2714,Tablet,4,David,Assumpção,2018-01-16,Fortaleza,1600.0,False,6400.0,David Assumpção,95700.0,38,2018-12-26,2018-01-16,5,459,16,1,Jan,2018,4673600.0,6,334400.0,7,0.0470562175604992,0.9579941501920569,C,2018-12-26,5,False,2018-12-31,0,False
HL4379,Televisão,1,Rodrigo,Silva,2018-08-26,Fortaleza,2500.0,False,2500.0,Rodrigo Silva,171000.0,57,2018-12-05,2018-01-14,26,115,26,8,Ago,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-05,26,False,2018-12-31,0,False
HL4379,Televisão,1,Pedro,Jorge,2018-11-03,Fortaleza,2500.0,False,2500.0,Pedro Jorge,101700.0,33,2018-12-29,2018-01-11,2,433,3,11,Nov,2018,14827500.0,2,1115000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-29,2,False,2018-12-31,0,False
HL2714,Tablet,5,Paola,Abreu,2018-11-20,Fortaleza,1600.0,False,8000.0,Paola Abreu,169700.0,50,2018-12-09,2018-02-19,22,119,20,11,Nov,2018,4673600.0,6,401600.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-09,22,False,2018-12-31,0,False
HL7348,SmartWatch,4,Rebeca,Reis,2018-12-13,Fortaleza,1400.0,False,5600.0,Rebeca Reis,139400.0,40,2018-12-28,2018-03-17,3,246,13,12,Dez,2018,4172000.0,7,393400.0,7,0.04200584980794305,1.0,C,2018-12-28,3,False,2018-12-31,0,False
HL2714,Tablet,3,Alon,Pestana,2018-07-24,Fortaleza,1600.0,False,4800.0,Alon Pestana,187600.0,48,2018-12-20,2018-01-07,11,75,24,7,Jul,2018,4673600.0,6,371200.0,7,0.0470562175604992,0.9579941501920569,C,2018-12-20,11,False,2018-12-31,0,False
HL1918,iPhone,4,Fabio,Boccaletti,2018-07-19,Fortaleza,5300.0,False,21200.0,Fabio Boccaletti,134200.0,43,2018-11-22,2018-01-15,39,269,19,7,Jul,2018,47562200.0,1,4038600.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-22,39,False,2018-12-31,0,False
HL1148,Câmera,1,Joyce,Medina,2018-07-14,Fortaleza,2100.0,False,2100.0,Joyce Medina,116500.0,32,2018-10-24,2018-01-01,68,358,14,7,Jul,2018,5890500.0,5,493500.0,5,0.05930859498889946,0.9109379326315578,B,2018-10-24,68,False,2018-12-31,0,False
HL4379,Televisão,1,Priscila,Garcia,2018-12-29,Fortaleza,2500.0,False,2500.0,Priscila Garcia,165200.0,48,2018-12-29,2018-02-01,2,135,29,12,Dez,2018,14827500.0,2,1322500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-29,2,False,2018-12-31,0,False
HL9962,Android,2,Eduardo,Lopes,2018-05-23,Fortaleza,3400.0,False,6800.0,Eduardo Lopes,50100.0,17,2018-11-23,2018-01-09,38,599,23,5,Mai,2018,10822200.0,4,907800.0,4,0.10896349659432437,0.8516293376426582,B,2018-11-23,38,False,2018-12-31,0,False
HL8851,Notebook,5,Victor,Firmino,2018-10-28,Fortaleza,3500.0,False,17500.0,Victor Firmino,91000.0,31,2018-11-09,2018-01-24,52,478,28,10,Out,2018,11371500.0,3,840000.0,4,0.1144941325721535,0.7426658410483339,A,2018-11-09,52,False,2018-12-31,0,False
HL8851,Notebook,4,Marcelo,Rosa,2018-09-03,Fortaleza,3500.0,False,14000.0,Marcelo Rosa,95300.0,30,2018-12-23,2018-02-13,8,462,3,9,Set,2018,11371500.0,3,976500.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-23,8,False,2018-12-31,0,False
HL4379,Televisão,5,Clarissa,Santos,2018-06-25,Fortaleza,2500.0,False,12500.0,Clarissa Santos,181200.0,56,2018-12-23,2018-01-07,8,91,25,6,Jun,2018,14827500.0,2,1317500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-23,8,False,2018-12-31,0,False
HL1918,iPhone,1,Carlos,Azevedo,2018-11-24,Fortaleza,5300.0,False,5300.0,Carlos Azevedo,144800.0,48,2018-12-11,2018-02-13,20,215,24,11,Nov,2018,47562200.0,1,3847800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-11,20,False,2018-12-31,0,False
HL9962,Android,5,Julia,Teixeira,2018-02-05,Fortaleza,3400.0,False,17000.0,Julia Teixeira,156000.0,46,2018-12-31,2018-02-01,0,168,5,2,Fev,2018,10822200.0,4,877200.0,3,0.10896349659432437,0.8516293376426582,B,2018-12-31,0,False,2018-12-31,0,False
HL1918,iPhone,5,Victor,Gomes,2018-02-20,Fortaleza,5300.0,False,26500.0,Victor Gomes,283100.0,81,2018-12-24,2018-01-09,7,4,20,2,Fev,2018,47562200.0,1,4102200.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-24,7,False,2018-12-31,0,False
HL1148,Câmera,3,Luis,Garcia,2018-12-09,Fortaleza,2100.0,False,6300.0,Luis Garcia,155200.0,52,2018-12-24,2018-02-03,7,172,9,12,Dez,2018,5890500.0,5,554400.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-24,7,False,2018-12-31,0,False
HL7348,SmartWatch,4,Izabel,Lopes,2018-09-28,Fortaleza,1400.0,False,5600.0,Izabel Lopes,216900.0,72,2018-10-26,2018-01-01,66,28,28,9,Set,2018,4172000.0,7,305200.0,7,0.04200584980794305,1.0,C,2018-10-26,66,False,2018-12-31,0,False
HL1918,iPhone,3,Marina,Gama,2018-12-19,Fortaleza,5300.0,False,15900.0,Marina Gama,169300.0,54,2018-12-19,2018-01-16,12,120,19,12,Dez,2018,47562200.0,1,4234700.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-19,12,False,2018-12-31,0,False
HL2714,Tablet,5,Beatriz,Rodrigues,2018-05-02,Fortaleza,1600.0,False,8000.0,Beatriz Rodrigues,90600.0,34,2018-12-02,2018-02-27,29,479,2,5,Mai,2018,4673600.0,6,388800.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-02,29,False,2018-12-31,0,False
HL4379,Televisão,2,Maurício,Dias,2018-04-23,Fortaleza,2500.0,False,5000.0,Maurício Dias,95500.0,31,2018-12-30,2018-02-28,1,461,23,4,Abr,2018,14827500.0,2,1107500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-30,1,False,2018-12-31,0,False
HL8851,Notebook,3,Mateus,Polastri,2018-06-10,Fortaleza,3500.0,False,10500.0,Mateus Polastri,155600.0,44,2018-12-27,2018-01-13,4,170,10,6,Jun,2018,11371500.0,3,973000.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-27,4,False,2018-12-31,0,False
HL1918,iPhone,3,Juliana,Goes,2018-05-18,Fortaleza,5300.0,False,15900.0,Juliana Goes,202800.0,68,2018-10-27,2018-02-23,65,43,18,5,Mai,2018,47562200.0,1,3540400.0,1,0.4788807837333051,0.4788807837333051,A,2018-10-27,65,False,2018-12-31,0,False
HL4379,Televisão,1,Pedro,Cardoso,2018-11-24,Fortaleza,2500.0,False,2500.0,Pedro Cardoso,172200.0,51,2018-12-31,2018-01-10,0,111,24,11,Nov,2018,14827500.0,2,1115000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-31,0,False,2018-12-31,0,False
HL1918,iPhone,3,Victor,Oliveira,2018-10-14,Fortaleza,5300.0,False,15900.0,Victor Oliveira,161600.0,41,2018-12-28,2018-01-30,3,150,14,10,Out,2018,47562200.0,1,3980300.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-28,3,False,2018-12-31,0,False
HL7348,SmartWatch,5,João,Luz,2018-07-05,Fortaleza,1400.0,False,7000.0,João Luz,87000.0,26,2018-09-30,2018-03-18,92,493,5,7,Jul,2018,4172000.0,7,396200.0,6,0.04200584980794305,1.0,C,2018-09-30,92,True,2018-12-31,0,False
HL1918,iPhone,2,Júlio,Fraga,2018-12-16,Fortaleza,5300.0,False,10600.0,Júlio Fraga,84500.0,27,2018-12-25,2018-01-09,6,501,16,12,Dez,2018,47562200.0,1,4234700.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-25,6,False,2018-12-31,0,False
HL8851,Notebook,3,Bruno,Salomão,2018-06-01,Fortaleza,3500.0,False,10500.0,Bruno Salomão,62600.0,26,2018-12-25,2018-01-02,6,577,1,6,Jun,2018,11371500.0,3,973000.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-25,6,False,2018-12-31,0,False
HL1148,Câmera,1,Victor,Corrêa,2018-06-01,Fortaleza,2100.0,False,2100.0,Victor Corrêa,89700.0,28,2018-12-28,2018-01-09,3,481,1,6,Jun,2018,5890500.0,5,493500.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-28,3,False,2018-12-31,0,False
HL4379,Televisão,5,Ravena,Bhering,2018-07-09,Fortaleza,2500.0,False,12500.0,Ravena Bhering,79500.0,27,2018-12-16,2018-02-16,15,528,9,7,Jul,2018,14827500.0,2,1370000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-16,15,False,2018-12-31,0,False
HL7348,SmartWatch,1,Luísa,Fonseca,2018-05-01,Fortaleza,1400.0,False,1400.0,Luísa Fonseca,186300.0,43,2018-12-20,2018-01-08,11,80,1,5,Mai,2018,4172000.0,7,357000.0,7,0.04200584980794305,1.0,C,2018-12-20,11,False,2018-12-31,0,False
HL1148,Câmera,3,Adriane,Chagas,2018-09-06,Fortaleza,2100.0,False,6300.0,Adriane Chagas,124800.0,45,2018-11-27,2018-01-20,34,313,6,9,Set,2018,5890500.0,5,478800.0,5,0.05930859498889946,0.9109379326315578,B,2018-11-27,34,False,2018-12-31,0,False
HL1918,iPhone,5,Paula,Cavalcanti,2018-08-10,Fortaleza,5300.0,False,26500.0,Paula Cavalcanti,199000.0,56,2018-12-25,2018-02-08,6,53,10,8,Ago,2018,47562200.0,1,3773600.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-25,6,False,2018-12-31,0,False
HL4379,Televisão,4,Luis,Silva,2018-02-28,Fortaleza,2500.0,False,10000.0,Luis Silva,166400.0,49,2018-12-08,2018-02-16,23,128,28,2,Fev,2018,14827500.0,2,1367500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-08,23,False,2018-12-31,0,False
HL1918,iPhone,4,Gabrielle,Viríssimo,2018-02-16,Fortaleza,5300.0,False,21200.0,Gabrielle Viríssimo,123200.0,34,2018-11-29,2018-02-07,32,319,16,2,Fev,2018,47562200.0,1,4102200.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-29,32,False,2018-12-31,0,False
HL9962,Android,2,Joana,Calmon,2018-02-21,Fortaleza,3400.0,False,6800.0,Joana Calmon,74300.0,23,2018-10-27,2018-02-21,65,547,21,2,Fev,2018,10822200.0,4,877200.0,3,0.10896349659432437,0.8516293376426582,B,2018-10-27,65,False,2018-12-31,0,False
HL2714,Tablet,3,Izabel,Lopes,2018-06-20,Fortaleza,1600.0,False,4800.0,Izabel Lopes,216900.0,72,2018-10-26,2018-01-01,66,28,20,6,Jun,2018,4673600.0,6,390400.0,6,0.0470562175604992,0.9579941501920569,C,2018-10-26,66,False,2018-12-31,0,False
HL1918,iPhone,1,Gustavo,Erthal,2018-09-12,Fortaleza,5300.0,False,5300.0,Gustavo Erthal,88900.0,21,2018-12-22,2018-04-05,9,486,12,9,Set,2018,47562200.0,1,4218800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-22,9,False,2018-12-31,0,False
